support,confidence,antecedent,consequent
0.008,0.350,[Oskar Blues Brewery=Pinner Throwback IPA],[Lagunitas Brewing Company=IPA]
0.005,0.294,[Knee Deep Brewing Company=Hoptologist DIPA],[BarrelHouse Brewing Co=BarrelHouse IPA]
0.009,0.333,[Modern Times Beer=Black House],[Belching Beaver=Peanut Butter Milk Stout]
0.005,0.238,[Blue Moon Brewing Company=Belgian White],[Trumer=Trumer Pils]
0.012,0.244,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.357,[Jacob Leinenkugel Brewing Company=Summer Shandy],[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]
0.005,0.714,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=Easy Jack]-[Sierra Nevada Brewing Co.=Pale Ale]
0.011,0.256,[Ballast Point Brewing & Spirits=Sculpin IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.238,[Blue Moon Brewing Company=Belgian White],[Sierra Nevada Brewing Co.=Pale Ale]
0.008,0.259,[New Belgium Brewing Company=Fat Tire],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.294,[Trumer=Trumer Pils],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.333,[Firestone Walker Brewing Company=Taproom Brown],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.545,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Double Jack],[Firestone Walker Brewing Company=Agrestic]
0.007,0.222,[Ballast Point Brewing & Spirits=Victory at Sea],[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA]
0.005,0.714,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Agrestic],[Firestone Walker Brewing Company=Double Jack]
0.012,0.393,[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.231,[Deschutes Brewery=Mirror Pond Pale Ale],[Big Sky Brewing Company=Moose Drool Brown Ale]
0.005,0.385,[Deschutes Brewery=Obsidian Stout],[Lagunitas Brewing Company=IPA]
0.005,0.556,[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=Pivo Pils],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.200,[Firestone Walker Brewing Company=Opal],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.357,[Firestone Walker Brewing Company=Stickee Monkee (2014)],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.009,0.308,[Deschutes Brewery=Mirror Pond Pale Ale],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.429,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[New Belgium Brewing Company=Cocoa Mole (Lips of Faith)]
0.005,0.500,[Firestone Walker Brewing Company=805 Blonde]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Stone Brewing Co.=Stone IPA]
0.014,0.295,[Lagunitas Brewing Company=IPA],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.250,[Lagunitas Brewing Company=Lagunitas Sucks],[Lagunitas Brewing Company=A Little Sumpin' Extra! Ale]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.263,[Saint Archer Brewing Company=White Ale],[Oskar Blues Brewery=Ten FIDY]
0.007,0.214,[Firestone Walker Brewing Company=Velvet Merlin],[Stone Brewing Co.=Stone IPA]
0.005,0.714,[Sierra Nevada Brewing Co.=Pale Ale]-[Trumer=Trumer Pils],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.375,[North Coast Brewing Company=Scrimshaw Pilsner],[Stella Artois=Stella Artois]
0.007,0.240,[Stella Artois=Stella Artois],[Deschutes Brewery=Mirror Pond Pale Ale]-[Paulaner Gruppe=Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen]
0.005,1.000,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Oskar Blues Brewery=Mama's Little Yella Pils],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.714,[Dogfish Head Craft Brewery=90 Minute IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[Firestone Walker Brewing Company=Agrestic]-[Firestone Walker Brewing Company=Double Jack]
0.005,0.556,[Lagunitas Brewing Company=The Hairy Eyeball],[The Bruery=Mischief]
0.007,0.429,[Stone Brewing Co.=Stone Enjoy By 04.20.15 IPA],[Russian River Brewing Company=Pliny the Elder]
0.005,0.208,[Goose Island Beer Co.=Goose IPA],[Firestone Walker Brewing Company=805 Blonde]-[New Belgium Brewing Company=Rampant]
0.005,1.000,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Firestone Walker Brewing Company=Easy Jack]
0.012,0.440,[Stella Artois=Stella Artois],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.417,[Founders Brewing Co.=Breakfast Stout],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.714,[Deschutes Brewery=Mirror Pond Pale Ale]-[Firestone Walker Brewing Company=Easy Jack],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.294,[Stone Brewing Co.=Stone Go To IPA],[New Belgium Brewing Company=Fat Tire]
0.007,0.500,[Hangar 24 Craft Brewery=Chocolate Porter],[Lagunitas Brewing Company=IPA]
0.007,0.222,[New Belgium Brewing Company=Fat Tire],[Dogfish Head Craft Brewery=60 Minute IPA]
0.005,0.294,[Russian River Brewing Company=Blind Pig IPA],[Russian River Brewing Company=Pliny the Elder]-[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.294,[Trumer=Trumer Pils],[Figueroa Mountain Brewing Co.=Danish Red Lager]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.227,[Boston Beer Company (Samuel Adams)=Samuel Adams Boston Lager],[Anderson Valley Brewing Company=Boont Amber Ale]
0.005,0.556,[Kern River Brewing Company=Class V Stout],[Heretic Brewing Company=Chocolate Hazelnut Porter]
0.005,0.333,[Saint Archer Brewing Company=Pale Ale],[Stone Brewing Co.=Stone IPA]
0.007,0.207,[Firestone Walker Brewing Company=Union Jack IPA],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.208,[North Coast Brewing Company=Old Rasputin],[Creekside Brewing Company=Double Dark Stout]
0.010,0.231,[Belching Beaver=Peanut Butter Milk Stout],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.667,[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Easy Jack],[Firestone Walker Brewing Company=Union Jack IPA]
0.005,0.417,[Stone Brewing Co.=Stone IPA]-[Firestone Walker Brewing Company=Union Jack IPA],[Lagunitas Brewing Company=IPA]
0.007,0.316,[Figueroa Mountain Brewing Co.=Hurricane Deck],[BarrelHouse Brewing Co=BarrelHouse IPA]
0.005,0.833,[New Belgium Brewing Company=Rampant]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Trumer=Trumer Pils]
0.005,0.625,[Lagunitas Brewing Company=IPA]-[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.009,0.471,[Karl Strauss Brewing Company=Tower 10 IPA],[Deschutes Brewery=Mirror Pond Pale Ale]
0.007,0.353,[Karl Strauss Brewing Company=Tower 10 IPA],[New Belgium Brewing Company=Snapshot]
0.007,0.353,[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA],[Heretic Brewing Company=Chocolate Hazelnut Porter]
0.005,0.238,[Figueroa Mountain Brewing Co.=Danish Red Lager],[Stone Brewing Co.=Stone Smoked Porter]
0.007,0.316,[Rogue Ales & Spirits=Hazelnut Brown Nectar],[Heretic Brewing Company=Chocolate Hazelnut Porter]
0.005,0.357,[The Bruery=Tart of Darkness (2014)],[Modern Times Beer=Lomaland]
0.007,0.300,[Stone Brewing Co.=Stone Ruination IPA],[Stone Brewing Co.=Stone IPA]
0.005,0.455,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Easy Jack],[Firestone Walker Brewing Company=Union Jack IPA]
0.010,0.205,[Lagunitas Brewing Company=IPA],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.005,0.625,[Russian River Brewing Company=Blind Pig IPA]-[Ballast Point Brewing & Spirits=Victory at Sea],[Lagunitas Brewing Company=Lagunitas Sucks]
0.005,0.312,[Dogfish Head Craft Brewery=60 Minute IPA],[Dogfish Head Craft Brewery=90 Minute IPA]
0.007,0.333,[Heineken=Heineken],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.625,[Stone Brewing Co.=Stone IPA]-[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale],[Sierra Nevada Brewing Co.=Pale Ale]
0.007,0.316,[Boston Beer Company (Samuel Adams)=Samuel Adams Winter Lager],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.556,[Firestone Walker Brewing Company=Easy Jack]-[Sierra Nevada Brewing Co.=Pale Ale],[Lagunitas Brewing Company=IPA]
0.007,0.375,[Central Coast Brewing=Terrace Hill Double IPA],[Firestone Walker Brewing Company=Opal]
0.010,0.310,[Firestone Walker Brewing Company=Union Jack IPA],[Lagunitas Brewing Company=IPA]
0.005,0.333,[Kona Brewing Company=Fire Rock Pale Ale],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.312,[Modern Times Beer=Blazing World],[Sierra Nevada Brewing Co.=Torpedo Extra IPA]
0.005,0.417,[Stone Brewing Co.=Stone Enjoy By 10.31.14 IPA],[The Bruery=Tart of Darkness (2014)]
0.008,0.206,[Sierra Nevada Brewing Co.=Pale Ale],[Lagunitas Brewing Company=IPA]-[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.007,0.333,[Mammoth Brewing Company=Double Nut Brown],[Ballast Point Brewing & Spirits=Victory at Sea]
0.009,0.235,[Sierra Nevada Brewing Co.=Pale Ale],[Firestone Walker Brewing Company=Pale 31]
0.005,1.000,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Trumer=Trumer Pils],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.250,[Oskar Blues Brewery=Pinner Throwback IPA],[Russian River Brewing Company=Pliny the Elder]
0.005,0.625,[Stone Brewing Co.=Stone IPA]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.500,[Firestone Walker Brewing Company=Velvet Merlin]-[Firestone Walker Brewing Company=Wookey Jack],[Lagunitas Brewing Company=IPA]
0.005,0.455,[Almanac Beer Co.=Golden Gate Gose],[The Bruery=Mischief]
0.012,0.282,[Ballast Point Brewing & Spirits=Sculpin IPA],[Stone Brewing Co.=Stone IPA]
0.009,0.205,[Ballast Point Brewing & Spirits=Sculpin IPA],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.007,0.240,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.208,[Modern Times Beer=Black House],[Stone Brewing Co.=Points Unknown IPA]
0.005,0.357,[The Bruery=Tart of Darkness (2014)],[Big Sky Brewing Company=Moose Drool Brown Ale]
0.005,0.455,[Firestone Walker Brewing Company=805 Blonde]-[Stella Artois=Stella Artois],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.200,[21st Amendment Brewery=Back in Black],[Lagunitas Brewing Company=Lagunitas Sucks]
0.005,0.200,[Firestone Walker Brewing Company=Opal],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Deschutes Brewery=Fresh Squeezed IPA]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Lagunitas Brewing Company=Lagunitas Sucks]
0.007,0.250,[Grupo Modelo S.A. de C.V.=Negra Modelo],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.417,[Lagunitas Brewing Company=IPA]-[Stone Brewing Co.=Stone IPA],[New Belgium Brewing Company=Fat Tire]
0.007,0.353,[Trumer=Trumer Pils],[Grupo Modelo S.A. de C.V.=Negra Modelo]
0.007,0.375,[Golden Road Brewing=Heal The Bay IPA],[Lagunitas Brewing Company=IPA]
0.005,0.714,[Anchor Brewing Company=Anchor Steam Beer]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.625,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Wookey Jack],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,1.000,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Asahi Breweries=Asahi Super Dry],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.208,[Goose Island Beer Co.=Goose IPA],[Boston Beer Company (Samuel Adams)=Samuel Adams Boston Lager]
0.005,0.417,[Heretic Brewing Company=Evil Twin],[Firestone Walker Brewing Company=Easy Jack]-[New Belgium Brewing Company=Rampant]
0.012,0.250,[Firestone Walker Brewing Company=Easy Jack],[Lagunitas Brewing Company=IPA]
0.005,0.238,[North Coast Brewing Company=Brother Thelonious],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.833,[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Oskar Blues Brewery=Mama's Little Yella Pils],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.238,[Blue Moon Brewing Company=Belgian White],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.312,[Oskar Blues Brewery=Mama's Little Yella Pils],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.417,[Goose Island Beer Co.=Sofie],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.278,[Mammoth Brewing Company=Double Nut Brown],[Firestone Walker Brewing Company=Lil' Opal]
0.005,0.278,[Boulevard Brewing Co.=Tank 7 Farmhouse Ale],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.238,[The Bruery=Mischief],[Ballast Point Brewing & Spirits=Dead Ringer]
0.005,0.312,[Oskar Blues Brewery=Mama's Little Yella Pils],[Firestone Walker Brewing Company=Easy Jack]-[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.238,[Blue Moon Brewing Company=Belgian White],[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Easy Jack]
0.005,0.312,[Stone Brewing Co.=Xocoveza For The Holidays & The New Year],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.005,0.312,[New Belgium Brewing Company=Rampant],[Firestone Walker Brewing Company=Easy Jack]-[Heretic Brewing Company=Evil Twin]
0.005,0.333,[Kona Brewing Company=Big Wave Golden Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Allagash Brewing Company=White]
0.010,0.205,[Lagunitas Brewing Company=IPA],[Dogfish Head Craft Brewery=90 Minute IPA]
0.005,0.455,[Heretic Brewing Company=Evil Cousin],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.294,[Magic Hat Brewing Company=#9],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.208,[Grupo Modelo S.A. de C.V.=Negra Modelo],[Plzeňský Prazdroj=Pilsner Urquell]
0.008,0.500,[The Bruery=Tart of Darkness (2014)],[Lagunitas Brewing Company=Lagunitas Sucks]
0.005,0.625,[Sierra Nevada Brewing Co.=Yonder Bock],[Sierra Nevada Brewing Co.=Myron's Walk]
0.007,0.240,[Guinness=Guinness Draught],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.333,[Lagunitas Brewing Company=Cappuccino Stout],[Mammoth Brewing Company=Double Nut Brown]
0.005,0.357,[New Belgium Brewing Company=1554],[Oskar Blues Brewery=Pinner Throwback IPA]
0.012,0.324,[Sierra Nevada Brewing Co.=Pale Ale],[Lagunitas Brewing Company=IPA]
0.005,0.625,[Stella Artois=Stella Artois]-[Sapporo Breweries=Sapporo Premium Beer],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.208,[Modern Times Beer=Black House],[Central Coast Brewing=Terrace Hill Double IPA]
0.005,0.217,[Stone Brewing Co.=Delicious IPA],[Boulevard Brewing Co.=Tank 7 Farmhouse Ale]
0.009,0.205,[Belching Beaver=Peanut Butter Milk Stout],[Modern Times Beer=Black House]
0.005,1.000,[Drake's Brewing Company=1500 Pale Ale]-[Oskar Blues Brewery=Mama's Little Yella Pils],[Lagunitas Brewing Company=IPA]
0.005,0.208,[Grupo Modelo S.A. de C.V.=Negra Modelo],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.250,[Stone Brewing Co.=Stone Ruination IPA],[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.005,0.294,[Stone Brewing Co.=Stochasticity Project: Master of Disguise],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.005,0.500,[Firestone Walker Brewing Company=805 Blonde]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.013,0.364,[Stone Brewing Co.=Stone IPA],[Lagunitas Brewing Company=IPA]
0.005,0.250,[Oskar Blues Brewery=Dale's Pale Ale],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,1.000,[Stone Brewing Co.=Stone IPA]-[Dogfish Head Craft Brewery=60 Minute IPA],[Lagunitas Brewing Company=IPA]-[New Belgium Brewing Company=Fat Tire]
0.008,0.438,[BarrelHouse Brewing Co=BarrelHouse Stout],[Belching Beaver=Peanut Butter Milk Stout]
0.010,0.391,[Firestone Walker Brewing Company=Double Jack],[Lagunitas Brewing Company=IPA]
0.010,0.205,[Lagunitas Brewing Company=IPA],[Drake's Brewing Company=1500 Pale Ale]
0.007,0.214,[Sapporo Breweries=Sapporo Premium Beer],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.455,[Uinta Brewing Company=Hop Nosh IPA],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.010,0.333,[Deschutes Brewery=Fresh Squeezed IPA],[Firestone Walker Brewing Company=Opal]
0.005,0.250,[Oskar Blues Brewery=Dale's Pale Ale],[Mammoth Brewing Company=Double Nut Brown]
0.005,0.833,[Russian River Brewing Company=Blind Pig IPA]-[Alpine Beer Company (CA)=Nelson],[Ballast Point Brewing & Spirits=Victory at Sea]
0.007,0.240,[Shock Top Brewing Co.=Belgian White],[Grupo Modelo S.A. de C.V.=Modelo Especial]
0.005,0.312,[Firestone Walker Brewing Company=Lil' Opal],[Firestone Walker Brewing Company=Opal]
0.005,0.238,[The Bruery=Mischief],[Ballast Point Brewing & Spirits=Sculpin IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.833,[Stone Brewing Co.=Delicious IPA]-[Sierra Nevada Brewing Co.=Pale Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Mammoth Brewing Company=Double Nut Brown]
0.007,0.429,[Lagunitas Brewing Company=IPA]-[Ballast Point Brewing & Spirits=Sculpin IPA],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.008,0.241,[Firestone Walker Brewing Company=Union Jack IPA],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.009,0.296,[Firestone Walker Brewing Company=Pale 31],[Lagunitas Brewing Company=IPA]
0.005,0.263,[Allagash Brewing Company=White],[New Belgium Brewing Company=Snapshot]
0.005,0.500,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic],[Russian River Brewing Company=Blind Pig IPA]-[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.294,[Karl Strauss Brewing Company=Red Trolley Ale],[New Belgium Brewing Company=Rampant]
0.005,0.208,[North Coast Brewing Company=Old Rasputin],[Lagunitas Brewing Company=IPA]-[Heretic Brewing Company=Evil Cousin]
0.005,0.833,[Figueroa Mountain Brewing Co.=Danish Red Lager]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Trumer=Trumer Pils]
0.005,0.217,[Anchor Brewing Company=Anchor Steam Beer],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.400,[Kona Brewing Company=Fire Rock Pale Ale],[Sapporo Breweries=Sapporo Premium Beer]
0.007,0.375,[SLO Brewing Company=Reggae Red],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.556,[Sierra Nevada Brewing Co.=Myron's Walk],[Sierra Nevada Brewing Co.=Yonder Bock]
0.007,0.600,[Paulaner Gruppe=Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.217,[Dogfish Head Craft Brewery=Punkin Ale],[Belching Beaver=Peanut Butter Milk Stout]
0.005,0.455,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Easy Jack],[New Belgium Brewing Company=Fat Tire]
0.005,0.625,[Stella Artois=Stella Artois]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.750,[Deschutes Brewery=Mirror Pond Pale Ale]-[Karl Strauss Brewing Company=Tower 10 IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.714,[The Bruery=Mischief]-[Firestone Walker Brewing Company=Union Jack IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.417,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=805 Blonde],[Anchor Brewing Company=Anchor Steam Beer]
0.010,0.273,[Stone Brewing Co.=Stone IPA],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.385,[Spaten-Franziskaner-Löwenbräu-Gruppe=Spaten Optimator],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.625,[Alpine Beer Company (CA)=Nelson]-[Ballast Point Brewing & Spirits=Victory at Sea],[Russian River Brewing Company=Blind Pig IPA]
0.007,0.545,[Stone Brewing Co.=Stone Enjoy By 12.26.14 IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.263,[Firestone Walker Brewing Company=Agrestic],[Dogfish Head Craft Brewery=90 Minute IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.294,[Trumer=Trumer Pils],[Firestone Walker Brewing Company=Easy Jack]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.007,0.353,[Karl Strauss Brewing Company=Tower 10 IPA],[Karl Strauss Brewing Company=Red Trolley Ale]
0.005,0.385,[Firestone Walker Brewing Company=805 Blonde]-[Firestone Walker Brewing Company=Easy Jack],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.294,[Trumer=Trumer Pils],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
