support,confidence,antecedent,consequent
0.007,0.353,[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,0.500,[Belching Beaver=Beavers Milk],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.333,[Deschutes Brewery=Twilight Summer Ale],[Mother Earth Brew Co. (California)=Cali' Creamin']
0.005,0.385,[Anderson Valley Brewing Company=Barney Flats Oatmeal Stout],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.217,[Anchor Brewing Company=Anchor Steam Beer],[Belching Beaver=Peanut Butter Milk Stout]
0.005,0.385,[Stone Brewing Co.=Stone Smoked Porter],[North Coast Brewing Company=Brother Thelonious]
0.005,0.833,[Deschutes Brewery=Mirror Pond Pale Ale]-[Firestone Walker Brewing Company=Pivo Pils],[New Belgium Brewing Company=Fat Tire]
0.005,0.385,[Anderson Valley Brewing Company=Blood Orange Gose],[Stone Brewing Co.=Stone Ruination IPA]
0.005,0.833,[Deschutes Brewery=Mirror Pond Pale Ale]-[New Belgium Brewing Company=Blue Paddle],[Lagunitas Brewing Company=IPA]
0.005,0.455,[Firestone Walker Brewing Company=Double DBA (2014)],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.312,[New Belgium Brewing Company=Rampant],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.455,[High Water Brewing=Campfire Stout],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.312,[Plzeňský Prazdroj=Pilsner Urquell],[New Belgium Brewing Company=Fat Tire]
0.007,0.667,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Figueroa Mountain Brewing Co.=Danish Red Lager],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.263,[Ninkasi Brewing Company=Vanilla Oatis Stout],[Anderson Valley Brewing Company=Wild Turkey Bourbon Barrel Stout]
0.005,0.385,[Stone Brewing Co.=Stone Smoked Porter],[The Bruery=Mischief]
0.005,0.417,[Coronado Brewing Company=Islander IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.007,0.333,[Heretic Brewing Company=Shallow Grave],[Stone Brewing Co.=Coffee Milk Stout]
0.007,0.400,[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)],[Ballast Point Brewing & Spirits=Calm Before The Storm]
0.008,0.304,[Anchor Brewing Company=Anchor Steam Beer],[Firestone Walker Brewing Company=Pale 31]
0.005,1.000,[Firestone Walker Brewing Company=Union Jack IPA]-[Oskar Blues Brewery=Mama's Little Yella Pils],[Stone Brewing Co.=Stone IPA]
0.005,0.333,[Kona Brewing Company=Fire Rock Pale Ale],[Karl Strauss Brewing Company=Tower 10 IPA]
0.005,0.625,[Lagunitas Brewing Company=Lagunitas Sucks]-[Ballast Point Brewing & Spirits=Victory at Sea],[Firestone Walker Brewing Company=Double Jack]
0.007,0.462,[Firestone Walker Brewing Company=Union Jack IPA]-[Firestone Walker Brewing Company=Easy Jack],[Stone Brewing Co.=Stone IPA]
0.005,0.312,[Firestone Walker Brewing Company=Lil' Opal],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.625,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Pale 31],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.333,[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.455,[New Belgium Brewing Company=Cocoa Mole (Lips of Faith)],[Stone Brewing Co.=Stochasticity Project: Master of Disguise]
0.005,0.263,[Figueroa Mountain Brewing Co.=Hurricane Deck],[Stone Brewing Co.=Stone Ruination IPA]
0.007,0.300,[Oskar Blues Brewery=Dale's Pale Ale],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.008,0.206,[Sierra Nevada Brewing Co.=Pale Ale],[Grupo Modelo S.A. de C.V.=Negra Modelo]
0.005,0.417,[Lagunitas Brewing Company=Maximus],[Knee Deep Brewing Company=Hoptologist DIPA]
0.005,0.714,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[The Bruery=Tart of Darkness (2014)],[Firestone Walker Brewing Company=Agrestic]
0.007,0.462,[Firestone Walker Brewing Company=Firestone 17 (XVII) Anniversary Ale],[Firestone Walker Brewing Company=Firestone 18 (XVIII) Anniversary Ale]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[The Bruery=Oude Tart]
0.005,1.000,[Stone Brewing Co.=Stone IPA]-[Dogfish Head Craft Brewery=60 Minute IPA],[Lagunitas Brewing Company=IPA]
0.007,0.375,[New Belgium Brewing Company=Rampant],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.008,0.280,[Stella Artois=Stella Artois],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.263,[Grupo Modelo S.A. de C.V.=Pacifico Clara],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.238,[Heretic Brewing Company=Chocolate Hazelnut Porter],[The Libertine Pub=Summer Breeze]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Stella Artois=Stella Artois]-[Sapporo Breweries=Sapporo Premium Beer]
0.008,0.368,[Firestone Walker Brewing Company=Agrestic],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.556,[Deschutes Brewery=Mirror Pond Pale Ale]-[Lagunitas Brewing Company=IPA],[Stone Brewing Co.=Stone IPA]
0.005,0.455,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Velvet Merlin],[Firestone Walker Brewing Company=Wookey Jack]
0.005,0.238,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Stone Brewing Co.=Stone Ruination IPA]
0.005,0.263,[Rogue Ales & Spirits=Hazelnut Brown Nectar],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.007,0.261,[Anchor Brewing Company=Anchor Steam Beer],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.250,[21st Amendment Brewery=Brew Free! or Die IPA],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.009,0.381,[Firestone Walker Brewing Company=Velvet Mocha Merlin],[Stone Brewing Co.=Stochasticity Project: Master of Disguise]
0.005,0.200,[Stella Artois=Stella Artois],[Firestone Walker Brewing Company=Pale 31]
0.007,0.214,[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.714,[Golden Road Brewing=Saison Citron],[Firestone Walker Brewing Company=Opal]
0.005,0.263,[Central Coast Brewing=Catch 23],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.227,[Boston Beer Company (Samuel Adams)=Samuel Adams Boston Lager],[Allagash Brewing Company=White]
0.007,0.500,[Ballast Point Brewing & Spirits=Big Eye IPA],[New Belgium Brewing Company=Rampant]
0.005,0.208,[Modern Times Beer=Black House],[Belching Beaver=Beavers Milk]
0.005,0.312,[Firestone Walker Brewing Company=Lil' Opal],[Stone Brewing Co.=Stone Sublimely Self-Righteous Black IPA]
0.005,0.208,[North Coast Brewing Company=Old Rasputin],[Stone Brewing Co.=Coffee Milk Stout]
0.005,0.294,[Karl Strauss Brewing Company=Tower 10 IPA],[North Coast Brewing Company=Scrimshaw Pilsner]
0.007,0.333,[Rogue Ales & Spirits=Dead Guy Ale],[North Coast Brewing Company=Old Rasputin]
0.007,0.545,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Sierra Nevada Brewing Co.=Pale Ale],[Firestone Walker Brewing Company=Easy Jack]
0.007,0.333,[Mammoth Brewing Company=Double Nut Brown],[Green Flash Brewing Co.=Double Stout]
0.005,0.625,[Lagunitas Brewing Company=IPA]-[Grupo Modelo S.A. de C.V.=Negra Modelo],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.208,[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA],[Lagunitas Brewing Company=IPA]-[Heretic Brewing Company=Evil Cousin]
0.005,0.238,[Heretic Brewing Company=Chocolate Hazelnut Porter],[Heretic Brewing Company=Shallow Grave]
0.005,0.500,[Lagunitas Brewing Company=Imperial Red Ale],[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)]
0.007,0.214,[Firestone Walker Brewing Company=Wookey Jack],[Plzeňský Prazdroj=Pilsner Urquell]
0.008,0.259,[Firestone Walker Brewing Company=Pale 31],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.312,[Plzeňský Prazdroj=Pilsner Urquell],[Anchor Brewing Company=Anchor Steam Beer]-[Lagunitas Brewing Company=IPA]
0.005,0.333,[Sierra Nevada Brewing Co.=Beer Camp Hoppy Lager (2015)],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.005,0.556,[John Crabbie & Co=Original],[New Belgium Brewing Company=Snapshot]
0.005,0.200,[Stella Artois=Stella Artois],[Anchor Brewing Company=Anchor Steam Beer]-[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.263,[Firestone Walker Brewing Company=Agrestic],[21st Amendment Brewery=Back in Black]
0.005,0.312,[North Coast Brewing Company=Scrimshaw Pilsner],[Sierra Nevada Brewing Co.=Pale Ale]-[Stella Artois=Stella Artois]
0.005,0.385,[Stone Brewing Co.=Stone Smoked Porter],[Deschutes Brewery=Black Butte Porter]
0.005,0.417,[Hangar 24 Craft Brewery=Chocolate Porter],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.294,[Russian River Brewing Company=Blind Pig IPA],[Ballast Point Brewing & Spirits=Victory at Sea]-[Lagunitas Brewing Company=The Waldos' Special Ale (AKA Waldo's 420) (2015)]
0.007,0.545,[Clown Shoes=Chocolate Sombrero],[Belching Beaver=Peanut Butter Milk Stout]
0.007,0.300,[Oskar Blues Brewery=Dale's Pale Ale],[Grupo Modelo S.A. de C.V.=Negra Modelo]
0.005,0.312,[Firestone Walker Brewing Company=Lil' Opal],[Sierra Nevada Brewing Co.=Pale Ale]
0.007,0.250,[Goose Island Beer Co.=Goose IPA],[New Belgium Brewing Company=Rampant]
0.008,0.368,[Saint Archer Brewing Company=White Ale],[Sierra Nevada Brewing Co.=Kellerweis]
0.005,0.500,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic],[Russian River Brewing Company=Blind Pig IPA]
0.007,0.240,[21st Amendment Brewery=Back in Black],[Figueroa Mountain Brewing Co.=Hurricane Deck]
0.005,0.714,[New Belgium Brewing Company=La Folie (Lips of Faith)],[Stone Brewing Co.=Coffee Milk Stout]
0.008,0.438,[Oskar Blues Brewery=Mama's Little Yella Pils],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.455,[Firestone Walker Brewing Company=805 Blonde]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=Easy Jack]
0.007,0.240,[Stone Brewing Co.=Stone Cali-Belgique IPA],[Dogfish Head Craft Brewery=90 Minute IPA]
0.005,0.417,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=805 Blonde],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.500,[Grupo Modelo S.A. de C.V.=Modelo Especial]-[Sapporo Breweries=Sapporo Premium Beer],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,1.000,[Russian River Brewing Company=Blind Pig IPA]-[Firestone Walker Brewing Company=Agrestic],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.312,[BarrelHouse Brewing Co=BarrelHouse Stout],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.294,[Central Coast Brewing=Stenner Creek Stout],[Firestone Walker Brewing Company=Velvet Merlin]-[Firestone Walker Brewing Company=Velvet Mocha Merlin]
0.007,0.400,[Guinness=Smithwick's Draught / Premium Irish Ale / Red Ale],[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale]
0.005,0.455,[Figueroa Mountain Brewing Co.=Big Cone Black Ale],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.625,[Anchor Brewing Company=Anchor Steam Beer]-[Lagunitas Brewing Company=IPA],[Plzeňský Prazdroj=Pilsner Urquell]
0.007,0.273,[Sierra Nevada Brewing Co.=Torpedo Extra IPA],[Firestone Walker Brewing Company=Easy Jack]
0.009,0.400,[Oskar Blues Brewery=Pinner Throwback IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.217,[Firestone Walker Brewing Company=Oaktoberfest],[Spaten-Franziskaner-Löwenbräu-Gruppe=Franziskaner Hefe-Weissbier Naturtrüb]
0.008,0.304,[Firestone Walker Brewing Company=Double Jack],[Dogfish Head Craft Brewery=90 Minute IPA]
0.007,0.250,[Firestone Walker Brewing Company=Pivo Pils],[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.625,[Sierra Nevada Brewing Co.=Pale Ale]-[Firestone Walker Brewing Company=Pale 31],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.294,[New Belgium Brewing Company=Salted Caramel Brownie Brown Ale],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.385,[Anderson Valley Brewing Company=Blood Orange Gose],[The Bruery=Oude Tart]
0.007,0.286,[Blue Moon Brewing Company=Belgian White],[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.250,[Stone Brewing Co.=Stone Ruination IPA],[Oskar Blues Brewery=Dale's Pale Ale]
0.005,0.200,[Stella Artois=Stella Artois],[Guinness=Guinness Draught]
0.007,0.200,[Boston Beer Company (Samuel Adams)=Samuel Adams OctoberFest],[Deschutes Brewery=Mirror Pond Pale Ale]
0.007,0.207,[Bear Republic Brewing Co.=Racer 5 IPA®],[Oskar Blues Brewery=Dale's Pale Ale]
0.005,0.312,[Golden Road Brewing=Point The Way IPA],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.455,[Saint Archer Brewing Company=Double IPA],[Drake's Brewing Company=Denogginizer]
0.005,0.357,[Cervecería Cuauhtémoc Moctezuma S.A. de C.V.=Dos Equis Amber],[Sierra Nevada Brewing Co.=Pale Ale]-[Sapporo Breweries=Sapporo Premium Beer]
0.005,0.556,[Firestone Walker Brewing Company=805 Blonde]-[Sierra Nevada Brewing Co.=Pale Ale],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.007,0.353,[Drake's Brewing Company=1500 Pale Ale],[Bear Republic Brewing Co.=Racer 5 IPA®]
0.010,0.273,[Stone Brewing Co.=Stone IPA],[Sierra Nevada Brewing Co.=Pale Ale]
0.007,0.353,[Figueroa Mountain Brewing Co.=Davy Brown Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.556,[Lagunitas Brewing Company=IPA]-[Drake's Brewing Company=1500 Pale Ale],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.217,[New Belgium Brewing Company=Snapshot],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.294,[Russian River Brewing Company=Blind Pig IPA],[Alpine Beer Company (CA)=Nelson]-[Ballast Point Brewing & Spirits=Victory at Sea]
0.007,0.250,[North Coast Brewing Company=Old Rasputin],[Firestone Walker Brewing Company=Double Jack]
0.007,1.000,[Stone Brewing Co.=Stone IPA]-[New Belgium Brewing Company=Blue Paddle],[Lagunitas Brewing Company=IPA]
0.005,0.385,[Sierra Nevada Brewing Co.=Hop Hunter IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.556,[Golden Road Brewing=2020 IPA],[Knee Deep Brewing Company=Hoptologist DIPA]
0.005,0.294,[Central Coast Brewing=Stenner Creek Stout],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.008,0.250,[Firestone Walker Brewing Company=Velvet Merlin],[Drake's Brewing Company=Denogginizer]
0.007,0.250,[Modern Times Beer=Black House],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.238,[The Bruery=Mischief],[Almanac Beer Co.=Golden Gate Gose]
0.007,0.375,[Mendocino Brewing Company=Eye of the Hawk (Imperial Ale)],[Guinness=Guinness Draught]
0.005,0.714,[Firestone Walker Brewing Company=Velvet Mocha Merlin]-[Ballast Point Brewing & Spirits=Victory at Sea],[Heretic Brewing Company=Chocolate Hazelnut Porter]
0.005,0.294,[Central Coast Brewing=Stenner Creek Stout],[Firestone Walker Brewing Company=Easy Jack]
0.009,0.333,[Goose Island Beer Co.=Goose IPA],[Firestone Walker Brewing Company=805 Blonde]
0.005,0.312,[Modern Times Beer=Blazing World],[Stone Brewing Co.=Stone IPA]
0.005,0.714,[Uinta Brewing Company=Monkshine Organic Belgian Style Golden Ale],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.312,[Golden Road Brewing=Heal The Bay IPA],[Golden Road Brewing=Wolf Among Weeds]
0.005,0.833,[Firestone Walker Brewing Company=Pivo Pils]-[Sapporo Breweries=Sapporo Premium Beer],[Stella Artois=Stella Artois]
0.005,0.625,[Sierra Nevada Brewing Co.=Torpedo Extra IPA]-[Lagunitas Brewing Company=IPA],[Stone Brewing Co.=Stone IPA]
0.005,0.556,[Dogfish Head Craft Brewery=90 Minute IPA]-[Lagunitas Brewing Company=IPA],[Coronado Brewing Company=Idiot IPA]
0.005,0.385,[Ballast Point Brewing & Spirits=Sculpin IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin],[The Bruery=Mischief]
0.005,0.500,[Sierra Nevada Brewing Co.=Tater Ridge],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.500,[Green Flash Brewing Co.=Hop Head Red Double IPA (2014)],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.208,[Firestone Walker Brewing Company=Pivo Pils],[Stone Brewing Co.=Stone IPA]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale]
0.005,0.217,[New Belgium Brewing Company=Snapshot],[Deschutes Brewery=Black Butte Porter]
0.007,0.300,[Oskar Blues Brewery=Pinner Throwback IPA],[Sierra Nevada Brewing Co.=Torpedo Extra IPA]
0.008,0.333,[BarrelHouse Brewing Co=BarrelHouse IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.714,[Firestone Walker Brewing Company=Easy Jack]-[New Belgium Brewing Company=Fat Tire],[Lagunitas Brewing Company=IPA]
0.005,0.200,[Stella Artois=Stella Artois],[Anchor Brewing Company=Anchor Steam Beer]-[Firestone Walker Brewing Company=Pivo Pils]-[Sapporo Breweries=Sapporo Premium Beer]
0.008,0.368,[Figueroa Mountain Brewing Co.=Hurricane Deck],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.278,[Boulevard Brewing Co.=Tank 7 Farmhouse Ale],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.238,[Mother Earth Brew Co. (California)=Cali' Creamin'],[New Belgium Brewing Company=Snapshot]
0.005,0.500,[Firestone Walker Brewing Company=Velvet Merlin]-[Firestone Walker Brewing Company=Wookey Jack],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.007,0.261,[Firestone Walker Brewing Company=Double Jack],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.333,[Modern Times Beer=Lomaland],[The Bruery=Tart of Darkness (2014)]
0.005,0.294,[Russian River Brewing Company=Blind Pig IPA],[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic]
0.007,0.240,[Stella Artois=Stella Artois],[Shock Top Brewing Co.=Belgian White]
0.007,0.273,[Sierra Nevada Brewing Co.=Torpedo Extra IPA],[Deschutes Brewery=Mirror Pond Pale Ale]
0.007,0.316,[Grupo Modelo S.A. de C.V.=Pacifico Clara],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.312,[Dogfish Head Craft Brewery=60 Minute IPA],[Uinta Brewing Company=Hop Nosh IPA]
0.005,0.556,[Port Brewing Company=Wipeout IPA],[Sierra Nevada Brewing Co.=Torpedo Extra IPA]
0.005,0.385,[Ballast Point Brewing & Spirits=Longfin Lager],[Modern Times Beer=Fortunate Islands]
0.008,0.219,[Arrogant Bastard Brewing Co.=Arrogant Bastard Ale],[North Coast Brewing Company=Old Rasputin]
0.005,0.625,[Lagunitas Brewing Company=IPA]-[Heretic Brewing Company=Evil Cousin],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.625,[Firestone Walker Brewing Company=805 Blonde]-[Stone Brewing Co.=Stone IPA],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.357,[Stone Brewing Co.=Stone Enjoy By 10.31.15 IPA],[Stone Brewing Co.=Stone Enjoy By 07.04.15 IPA]
0.010,0.205,[Lagunitas Brewing Company=IPA],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.625,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[Allagash Brewing Company=White],[New Belgium Brewing Company=Snapshot]
0.005,0.333,[Firestone Walker Brewing Company=Unfiltered DBA (Double Barrel Ale)],[Lagunitas Brewing Company=Imperial Red Ale]-[Firestone Walker Brewing Company=Wookey Jack]
0.007,0.240,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Sapporo Breweries=Sapporo Premium Beer]
0.005,1.000,[Sapporo Breweries=Sapporo Premium Beer]-[New Belgium Brewing Company=Fat Tire],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.455,[Dogfish Head Craft Brewery=Palo Santo Marron],[Modern Times Beer=Black House]
0.008,0.467,[Green Flash Brewing Co.=West Coast IPA (2014)],[Firestone Walker Brewing Company=Velvet Merlin]
0.005,0.500,[Bear Republic Brewing Co.=Big Bear Black Stout™],[Deschutes Brewery=Mirror Pond Pale Ale]
0.005,0.263,[Allagash Brewing Company=White],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]-[New Belgium Brewing Company=Snapshot]
0.005,0.200,[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Kirin Brewery Company=Ichiban (Ichiban Shibori)]
0.005,0.333,[Russian River Brewing Company=Damnation],[Lagunitas Brewing Company=IPA]
0.005,0.385,[Green Flash Brewing Co.=Road Warrior],[New Belgium Brewing Company=Rampant]
0.005,0.278,[Coronado Brewing Company=Idiot IPA],[Lagunitas Brewing Company=IPA]-[Bear Republic Brewing Co.=Racer 5 IPA®]
0.005,0.263,[Firestone Walker Brewing Company=Agrestic],[Lagunitas Brewing Company=IPA]-[Ballast Point Brewing & Spirits=Grapefruit Sculpin]
0.005,1.000,[Firestone Walker Brewing Company=Easy Jack]-[Stella Artois=Stella Artois],[Firestone Walker Brewing Company=Pivo Pils]
0.005,0.294,[Central Coast Brewing=Stenner Creek Stout],[Stone Brewing Co.=19th Anniversary Thunderstruck IPA]
0.007,0.240,[Stella Artois=Stella Artois],[Karl Strauss Brewing Company=Tower 10 IPA]
0.005,0.385,[Lagunitas Brewing Company=IPA]-[Bear Republic Brewing Co.=Racer 5 IPA®],[Coronado Brewing Company=Idiot IPA]
0.005,0.455,[Uinta Brewing Company=Hop Nosh IPA],[Dogfish Head Craft Brewery=60 Minute IPA]
0.005,0.625,[Firestone Walker Brewing Company=Easy Jack]-[Lagunitas Brewing Company=A Little Sumpin' Sumpin' Ale],[Firestone Walker Brewing Company=Union Jack IPA]-[Blue Moon Brewing Company=Belgian White]
0.005,0.263,[Kirin Brewery Company=Ichiban (Ichiban Shibori)],[Trumer=Trumer Pils]
0.005,0.250,[Tap It Brewing Co=IPA (India Pale Ale)],[Stone Brewing Co.=Stone IPA]
0.005,0.500,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Firestone Walker Brewing Company=Agrestic],[Ballast Point Brewing & Spirits=Sculpin IPA]
0.005,0.250,[Oskar Blues Brewery=Dale's Pale Ale],[Golden Road Brewing=Get Up Offa That Brown]
0.005,0.625,[Ballast Point Brewing & Spirits=Grapefruit Sculpin]-[Ballast Point Brewing & Spirits=Victory at Sea],[Russian River Brewing Company=Blind Pig IPA]-[Firestone Walker Brewing Company=Agrestic]
0.005,0.500,[Hangar 24 Craft Brewery=Barrel Roll No. 3 - Pugachev's Cobra (2014)],[Stone Brewing Co.=Stone Farking Wheaton w00tstout (2015)]
0.005,0.238,[North Coast Brewing Company=Brother Thelonious],[Firestone Walker Brewing Company=805 Blonde]
0.007,0.231,[Deschutes Brewery=Mirror Pond Pale Ale],[Sierra Nevada Brewing Co.=Torpedo Extra IPA]
0.011,0.227,[Lagunitas Brewing Company=IPA],[Firestone Walker Brewing Company=DBA (Double Barrel Ale)]
0.005,0.278,[Heretic Brewing Company=Shallow Grave],[Guinness=Guinness Draught]
0.005,0.500,[Lagunitas Brewing Company=Imperial Red Ale],[Stone Brewing Co.=Stochasticity Project: Master of Disguise]
0.005,0.455,[Lagunitas Brewing Company=IPA]-[Firestone Walker Brewing Company=Easy Jack],[Stone Brewing Co.=Delicious IPA]
0.005,0.312,[Golden Road Brewing=Get Up Offa That Brown],[Firestone Walker Brewing Company=Lil' Opal]
0.005,0.417,[Ballast Point Brewing & Spirits=Dead Ringer],[New Belgium Brewing Company=Fat Tire]
0.005,0.385,[Angry Orchard Cider Company=Crisp Apple],[Boston Beer Company (Samuel Adams)=Samuel Adams OctoberFest]
0.007,0.500,[Lagunitas Brewing Company=IPA]-[Stone Brewing Co.=Stone IPA],[New Belgium Brewing Company=Blue Paddle]
0.008,0.269,[Deschutes Brewery=Mirror Pond Pale Ale],[Firestone Walker Brewing Company=Easy Jack]
0.005,0.714,[Firestone Walker Brewing Company=Pivo Pils]-[Stella Artois=Stella Artois],[Anchor Brewing Company=Anchor Steam Beer]
0.005,1.000,[Russian River Brewing Company=Blind Pig IPA]-[Lagunitas Brewing Company=The Waldos' Special Ale (AKA Waldo's 420) (2015)],[Ballast Point Brewing & Spirits=Victory at Sea]
0.005,0.714,[Firestone Walker Brewing Company=Easy Jack]-[Firestone Walker Brewing Company=Pivo Pils],[Anchor Brewing Company=Anchor Steam Beer]
0.005,0.250,[21st Amendment Brewery=Brew Free! or Die IPA],[Figueroa Mountain Brewing Co.=Danish Red Lager]
0.007,0.600,[Paulaner Gruppe=Paulaner Hefe-Weizen/Hefe-Weißbier Naturtrüb / Natural Wheat / Bräuhaus Weizen],[Deschutes Brewery=Mirror Pond Pale Ale]-[Stella Artois=Stella Artois]
0.005,0.500,[Bear Republic Brewing Co.=Big Bear Black Stout™],[Sierra Nevada Brewing Co.=Pale Ale]
0.005,0.357,[Stone Brewing Co.=Stone Farking Wheaton w00tstout (2015)],[Hangar 24 Craft Brewery=Barrel Roll No. 3 - Pugachev's Cobra (2014)]
0.005,0.625,[Stella Artois=Stella Artois]-[Sapporo Breweries=Sapporo Premium Beer],[Firestone Walker Brewing Company=Pivo Pils]
0.008,0.500,[Stone Brewing Co.=Stone Farking Wheaton w00tstout (2015)],[Figueroa Mountain Brewing Co.=Lizard's Mouth]
0.008,0.292,[Firestone Walker Brewing Company=Pivo Pils],[Sierra Nevada Brewing Co.=Pale Ale]
0.011,0.222,[Firestone Walker Brewing Company=DBA (Double Barrel Ale)],[Firestone Walker Brewing Company=Pale 31]
0.005,0.625,[Figueroa Mountain Brewing Co.=Lizard's Mouth]-[Stone Brewing Co.=Stone IPA],[Stone Brewing Co.=Delicious IPA]
0.005,0.455,[High Water Brewing=Campfire Stout],[Guinness=Guinness Draught]
0.009,0.320,[Stone Brewing Co.=Stone Cali-Belgique IPA],[Lagunitas Brewing Company=IPA]
0.005,0.500,[The Dudes' Brewing Company=Double Trunk DIPA],[Figueroa Mountain Brewing Co.=Hoppy Poppy IPA]
0.005,0.385,[New Belgium Brewing Company=Blue Paddle],[Deschutes Brewery=Mirror Pond Pale Ale]-[Lagunitas Brewing Company=IPA]
0.005,0.263,[Ninkasi Brewing Company=Vanilla Oatis Stout],[Ballast Point Brewing & Spirits=Victory at Sea]
